sst_monthly,Latitude,Longitude,monthly_date,Reef_Site,Data_Type,mmm_from_sst,date,anomaly,DARL_DHM
NA,NA,NA,1986-08-01,DARL,Coral Core (CCI),NA,1986 Aug,0,0
26.653299701680425,-12.0875,96.875,1986-09-01,DAR Long,Coral Core (CCI),27.641036557474692,1986 Sep,-0.9877368557942674,0
26.73426173904062,-12.0875,96.875,1986-10-01,DAR Long,Coral Core (CCI),27.641036557474692,1986 Oct,-0.9067748184340729,0
26.8152237764008,-12.0875,96.875,1986-11-01,DAR Long,Coral Core (CCI),27.641036557474692,1986 Nov,-0.8258127810738927,0
26.89618581376098,-12.0875,96.875,1986-12-01,DAR Long,Coral Core (CCI),27.641036557474692,1986 Dec,-0.7448507437137124,0
26.89618581376098,-12.0875,96.875,1987-01-01,DAR Long,Coral Core (CCI),27.641036557474692,1987 Jan,-0.7448507437137124,0
27.22003396320173,-12.0875,96.875,1987-02-01,DAR Long,Coral Core (CCI),27.641036557474692,1987 Feb,-0.42100259427296294,0
27.624844150002644,-12.0875,96.875,1987-03-01,DAR Long,Coral Core (CCI),27.641036557474692,1987 Mar,-0.01619240747204742,0
27.786768224723033,-12.0875,96.875,1987-04-01,DAR Long,Coral Core (CCI),27.641036557474692,1987 Apr,0.14573166724834152,0.14573166724834152
27.22003396320173,-12.0875,96.875,1987-05-01,DAR Long,Coral Core (CCI),27.641036557474692,1987 May,-0.42100259427296294,0
NA,NA,NA,1987-06-01,DARL,Coral Core (CCI),NA,1987 Jun,0,0
26.653299701680425,-12.0875,96.875,1987-07-01,DAR Long,Coral Core (CCI),27.641036557474692,1987 Jul,-0.9877368557942674,0
26.572337664320244,-12.0875,96.875,1987-08-01,DAR Long,Coral Core (CCI),27.641036557474692,1987 Aug,-1.0686988931544477,0
26.73426173904062,-12.0875,96.875,1987-09-01,DAR Long,Coral Core (CCI),27.641036557474692,1987 Sep,-0.9067748184340729,0
26.8152237764008,-12.0875,96.875,1987-10-01,DAR Long,Coral Core (CCI),27.641036557474692,1987 Oct,-0.8258127810738927,0
26.89618581376098,-12.0875,96.875,1987-11-01,DAR Long,Coral Core (CCI),27.641036557474692,1987 Nov,-0.7448507437137124,0
27.05810988848135,-12.0875,96.875,1987-12-01,DAR Long,Coral Core (CCI),27.641036557474692,1987 Dec,-0.5829266689933412,0
NA,NA,NA,1988-01-01,DARL,Coral Core (CCI),NA,1988 Jan,0,0
